order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20250715-679700,2025-07-15T14:23:27.174781,REST-AUH-001,CUST-10463,takeaway,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 50.93, ""subtotal"": 101.86}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.03, ""subtotal"": 9.03}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.41, ""subtotal"": 36.82}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.37, ""subtotal"": 84.74}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.44, ""subtotal"": 22.88}]",255.33,wallet,delivered,2025-07-15T14:23:27.174781
ORD-20250715-391612,2025-07-15T14:38:47.174781,REST-SHJ-001,CUST-10294,dine_in,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.61, ""subtotal"": 46.61}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.2, ""subtotal"": 18.6}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 42.08, ""subtotal"": 42.08}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 33.29, ""subtotal"": 99.87}]",207.16,wallet,completed,2025-07-15T14:38:47.174781
ORD-20250715-418207,2025-07-15T14:40:58.174781,REST-SHJ-001,CUST-10349,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.77, ""subtotal"": 11.77}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.23, ""subtotal"": 9.23}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.98, ""subtotal"": 17.98}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 18.12, ""subtotal"": 54.36}]",93.34,card,completed,2025-07-15T14:40:58.174781
ORD-20250715-825825,2025-07-15T14:47:30.174781,REST-DXB-002,CUST-10006,delivery,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 53.25, ""subtotal"": 106.5}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 42.92, ""subtotal"": 85.84}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.62, ""subtotal"": 39.62}]",231.96,cash,completed,2025-07-15T14:47:30.174781
ORD-20250715-404053,2025-07-15T15:14:25.174781,REST-DXB-001,CUST-10402,takeaway,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.99, ""subtotal"": 8.99}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.1, ""subtotal"": 78.2}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 64.26, ""subtotal"": 192.78}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.14, ""subtotal"": 20.28}]",300.25,card,completed,2025-07-15T15:14:25.174781
ORD-20250715-905745,2025-07-15T15:43:55.174781,REST-AUH-001,CUST-10241,takeaway,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 54.39, ""subtotal"": 108.78}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.93, ""subtotal"": 152.79}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.77, ""subtotal"": 35.31}]",296.88,card,completed,2025-07-15T15:43:55.174781
ORD-20250715-959016,2025-07-15T16:11:28.174781,REST-DXB-002,CUST-10435,takeaway,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.36, ""subtotal"": 46.08}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 39.62, ""subtotal"": 79.24}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.52, ""subtotal"": 35.04}]",160.36,card,completed,2025-07-15T16:11:28.174781
ORD-20250715-262440,2025-07-15T16:20:21.174781,REST-DXB-002,CUST-10143,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.17, ""subtotal"": 18.51}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 49.82, ""subtotal"": 149.46}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 53.46, ""subtotal"": 160.38}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 36.23, ""subtotal"": 72.46}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.58, ""subtotal"": 79.16}]",479.97,wallet,delivered,2025-07-15T16:20:21.174781
ORD-20250715-274003,2025-07-15T16:23:39.174781,REST-SHJ-001,CUST-10274,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 18.12, ""subtotal"": 54.36}]",54.36,cash,completed,2025-07-15T16:23:39.174781
ORD-20250715-842767,2025-07-15T16:56:32.174781,REST-SHJ-001,CUST-10311,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.2, ""subtotal"": 6.2}]",6.2,wallet,completed,2025-07-15T16:56:32.174781
ORD-20250715-999317,2025-07-15T17:33:45.174781,REST-AUH-001,CUST-10105,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 40.63, ""subtotal"": 121.89}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 36.56, ""subtotal"": 36.56}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.39, ""subtotal"": 163.17}]",321.62,wallet,delivered,2025-07-15T17:33:45.174781
ORD-20250715-849868,2025-07-15T18:53:29.174781,REST-SHJ-001,CUST-10076,delivery,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 33.29, ""subtotal"": 33.29}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.11, ""subtotal"": 30.22}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.78, ""subtotal"": 14.78}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 52.39, ""subtotal"": 104.78}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 41.3, ""subtotal"": 123.9}]",306.97,card,delivered,2025-07-15T18:53:29.174781
ORD-20250715-707094,2025-07-15T18:53:51.174781,REST-DXB-001,CUST-10260,dine_in,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 14.99, ""subtotal"": 14.99}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 44.44, ""subtotal"": 133.32}]",148.31,card,delivered,2025-07-15T18:53:51.174781
ORD-20250715-368191,2025-07-15T18:54:24.174781,REST-AUH-001,CUST-10168,delivery,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.93, ""subtotal"": 152.79}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 15.28, ""subtotal"": 15.28}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 42.37, ""subtotal"": 42.37}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.45, ""subtotal"": 64.35}]",274.79,card,completed,2025-07-15T18:54:24.174781
ORD-20250715-912364,2025-07-15T19:04:05.174781,REST-SHJ-001,CUST-10171,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.77, ""subtotal"": 11.77}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.08, ""subtotal"": 84.16}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 6.2, ""subtotal"": 12.4}]",108.33,card,delivered,2025-07-15T19:04:05.174781
ORD-20250715-468861,2025-07-15T19:14:51.174781,REST-AUH-002,CUST-10278,delivery,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 62.62, ""subtotal"": 125.24}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.02, ""subtotal"": 8.02}]",133.26,cash,delivered,2025-07-15T19:14:51.174781
ORD-20250715-949773,2025-07-15T19:17:04.174781,REST-DXB-002,CUST-10244,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.44, ""subtotal"": 55.32}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.42, ""subtotal"": 18.84}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 42.92, ""subtotal"": 85.84}]",160.0,cash,delivered,2025-07-15T19:17:04.174781
ORD-20250715-588288,2025-07-15T19:51:58.174781,REST-DXB-001,CUST-10282,takeaway,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 21.01, ""subtotal"": 63.03}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 47.8, ""subtotal"": 95.6}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 49.85, ""subtotal"": 149.55}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.57, ""subtotal"": 23.14}]",331.32,card,completed,2025-07-15T19:51:58.174781
ORD-20250715-999557,2025-07-15T20:10:57.174781,REST-AUH-002,CUST-10291,takeaway,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.85, ""subtotal"": 87.7}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.36, ""subtotal"": 18.36}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 42.87, ""subtotal"": 128.61}]",234.67,wallet,completed,2025-07-15T20:10:57.174781
ORD-20250715-222203,2025-07-15T20:23:12.174781,REST-DXB-002,CUST-10086,delivery,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.68, ""subtotal"": 19.36}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 42.92, ""subtotal"": 42.92}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 15.36, ""subtotal"": 46.08}]",108.36,cash,completed,2025-07-15T20:23:12.174781
ORD-20250715-902379,2025-07-15T20:37:11.174781,REST-SHJ-001,CUST-10459,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 17.98, ""subtotal"": 53.94}]",53.94,wallet,completed,2025-07-15T20:37:11.174781
ORD-20250715-875600,2025-07-15T20:48:47.174781,REST-DXB-001,CUST-10086,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.11, ""subtotal"": 36.22}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 36.22, ""subtotal"": 108.66}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 18.38, ""subtotal"": 36.76}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 39.1, ""subtotal"": 78.2}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.83, ""subtotal"": 85.66}]",345.5,card,completed,2025-07-15T20:48:47.174781
ORD-20250715-520911,2025-07-15T20:53:55.174781,REST-AUH-001,CUST-10499,dine_in,"[{""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 17.78, ""subtotal"": 53.34}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 40.45, ""subtotal"": 121.35}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.41, ""subtotal"": 55.23}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 11.77, ""subtotal"": 11.77}]",241.69,cash,delivered,2025-07-15T20:53:55.174781
ORD-20250715-637582,2025-07-15T21:29:04.174781,REST-AUH-002,CUST-10052,dine_in,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.0, ""subtotal"": 6.0}]",6.0,wallet,delivered,2025-07-15T21:29:04.174781
ORD-20250715-144149,2025-07-15T21:45:12.174781,REST-AUH-001,CUST-10044,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 37.47, ""subtotal"": 112.41}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.45, ""subtotal"": 42.9}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 18.49, ""subtotal"": 55.47}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 19.88, ""subtotal"": 59.64}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 54.39, ""subtotal"": 108.78}]",379.2,card,completed,2025-07-15T21:45:12.174781
